"Regra","Antecedente","Consequente","support","confidence","coverage","lift","count"
"{JUMBO BAG WOODLAND ANIMALS,VINTAGE SNAP CARDS} => {REGENCY CAKESTAND 3 TIER}","{JUMBO BAG WOODLAND ANIMALS,VINTAGE SNAP CARDS}","{REGENCY CAKESTAND 3 TIER}",0.005,0.5128,0.0098,3.1461,20
"{BATHROOM METAL SIGN,PACK OF 72 RETROSPOT CAKE CASES} => {REGENCY CAKESTAND 3 TIER}","{BATHROOM METAL SIGN,PACK OF 72 RETROSPOT CAKE CASES}","{REGENCY CAKESTAND 3 TIER}",0.005,0.5128,0.0098,3.1461,20
"{STRAWBERRY CERAMIC TRINKET BOX,SWEETHEART CERAMIC TRINKET BOX,WOODLAND CHARLOTTE BAG} => {REGENCY CAKESTAND 3 TIER}","{STRAWBERRY CERAMIC TRINKET BOX,SWEETHEART CERAMIC TRINKET BOX,WOODLAND CHARLOTTE BAG}","{REGENCY CAKESTAND 3 TIER}",0.005,0.5128,0.0098,3.1461,20
"{60 TEATIME FAIRY CAKE CASES,LUNCH BAG BLACK SKULL.,PACK OF 72 RETROSPOT CAKE CASES} => {REGENCY CAKESTAND 3 TIER}","{60 TEATIME FAIRY CAKE CASES,LUNCH BAG BLACK SKULL.,PACK OF 72 RETROSPOT CAKE CASES}","{REGENCY CAKESTAND 3 TIER}",0.005,0.5128,0.0098,3.1461,20
"{CHARLOTTE BAG SUKI DESIGN,JUMBO BAG PINK VINTAGE PAISLEY,WOODLAND CHARLOTTE BAG} => {REGENCY CAKESTAND 3 TIER}","{CHARLOTTE BAG SUKI DESIGN,JUMBO BAG PINK VINTAGE PAISLEY,WOODLAND CHARLOTTE BAG}","{REGENCY CAKESTAND 3 TIER}",0.005,0.5128,0.0098,3.1461,20
"{RED HANGING HEART T-LIGHT HOLDER,WOODEN PICTURE FRAME WHITE FINISH} => {WHITE HANGING HEART T-LIGHT HOLDER}","{RED HANGING HEART T-LIGHT HOLDER,WOODEN PICTURE FRAME WHITE FINISH}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.011,0.7333,0.015,3.1406,44
"{RED HANGING HEART T-LIGHT HOLDER,SCOTTIE DOG HOT WATER BOTTLE} => {WHITE HANGING HEART T-LIGHT HOLDER}","{RED HANGING HEART T-LIGHT HOLDER,SCOTTIE DOG HOT WATER BOTTLE}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0055,0.7333,0.0075,3.1406,22
"{PAPER CHAIN KIT 50'S CHRISTMAS,PAPER CHAIN KIT VINTAGE CHRISTMAS,WHITE HANGING HEART T-LIGHT HOLDER} => {REGENCY CAKESTAND 3 TIER}","{PAPER CHAIN KIT 50'S CHRISTMAS,PAPER CHAIN KIT VINTAGE CHRISTMAS,WHITE HANGING HEART T-LIGHT HOLDER}","{REGENCY CAKESTAND 3 TIER}",0.0055,0.5116,0.0107,3.1388,22
"{60 TEATIME FAIRY CAKE CASES,JUMBO BAG WOODLAND ANIMALS} => {REGENCY CAKESTAND 3 TIER}","{60 TEATIME FAIRY CAKE CASES,JUMBO BAG WOODLAND ANIMALS}","{REGENCY CAKESTAND 3 TIER}",0.0058,0.5111,0.0113,3.1357,23
"{CHARLOTTE BAG SUKI DESIGN,LUNCH BAG WOODLAND,WOODLAND CHARLOTTE BAG} => {REGENCY CAKESTAND 3 TIER}","{CHARLOTTE BAG SUKI DESIGN,LUNCH BAG WOODLAND,WOODLAND CHARLOTTE BAG}","{REGENCY CAKESTAND 3 TIER}",0.006,0.5106,0.0118,3.1328,24
"{PACK OF 72 RETROSPOT CAKE CASES,PAPER CHAIN KIT 50'S CHRISTMAS} => {REGENCY CAKESTAND 3 TIER}","{PACK OF 72 RETROSPOT CAKE CASES,PAPER CHAIN KIT 50'S CHRISTMAS}","{REGENCY CAKESTAND 3 TIER}",0.0063,0.5102,0.0122,3.1301,25
"{CHARLOTTE BAG SUKI DESIGN,PACK OF 72 SKULL CAKE CASES} => {REGENCY CAKESTAND 3 TIER}","{CHARLOTTE BAG SUKI DESIGN,PACK OF 72 SKULL CAKE CASES}","{REGENCY CAKESTAND 3 TIER}",0.0063,0.5102,0.0122,3.1301,25
"{SWEETHEART CERAMIC TRINKET BOX,WOODLAND CHARLOTTE BAG} => {REGENCY CAKESTAND 3 TIER}","{SWEETHEART CERAMIC TRINKET BOX,WOODLAND CHARLOTTE BAG}","{REGENCY CAKESTAND 3 TIER}",0.0065,0.5098,0.0128,3.1276,26
"{6 RIBBONS RUSTIC CHARM,LUNCH BAG BLACK SKULL.} => {REGENCY CAKESTAND 3 TIER}","{6 RIBBONS RUSTIC CHARM,LUNCH BAG BLACK SKULL.}","{REGENCY CAKESTAND 3 TIER}",0.0065,0.5098,0.0128,3.1276,26
"{PACK OF 72 RETROSPOT CAKE CASES,RED TOADSTOOL LED NIGHT LIGHT} => {REGENCY CAKESTAND 3 TIER}","{PACK OF 72 RETROSPOT CAKE CASES,RED TOADSTOOL LED NIGHT LIGHT}","{REGENCY CAKESTAND 3 TIER}",0.0068,0.5094,0.0132,3.1254,27
"{6 RIBBONS RUSTIC CHARM,RED TOADSTOOL LED NIGHT LIGHT} => {REGENCY CAKESTAND 3 TIER}","{6 RIBBONS RUSTIC CHARM,RED TOADSTOOL LED NIGHT LIGHT}","{REGENCY CAKESTAND 3 TIER}",0.007,0.5091,0.0138,3.1233,28
"{JUMBO BAG PINK VINTAGE PAISLEY,PACK OF 60 PINK PAISLEY CAKE CASES} => {REGENCY CAKESTAND 3 TIER}","{JUMBO BAG PINK VINTAGE PAISLEY,PACK OF 60 PINK PAISLEY CAKE CASES}","{REGENCY CAKESTAND 3 TIER}",0.007,0.5091,0.0138,3.1233,28
"{HEART OF WICKER SMALL,RED HANGING HEART T-LIGHT HOLDER} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HEART OF WICKER SMALL,RED HANGING HEART T-LIGHT HOLDER}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0092,0.7255,0.0127,3.107,37
"{HEART OF WICKER LARGE,PINK CREAM FELT CRAFT TRINKET BOX} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HEART OF WICKER LARGE,PINK CREAM FELT CRAFT TRINKET BOX}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0053,0.7241,0.0073,3.1012,21
"{STRAWBERRY CERAMIC TRINKET BOX,VINTAGE SNAP CARDS,WOODLAND CHARLOTTE BAG} => {WHITE HANGING HEART T-LIGHT HOLDER}","{STRAWBERRY CERAMIC TRINKET BOX,VINTAGE SNAP CARDS,WOODLAND CHARLOTTE BAG}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0053,0.7241,0.0073,3.1012,21
"{HOT WATER BOTTLE TEA AND SYMPATHY,RED HANGING HEART T-LIGHT HOLDER} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HOT WATER BOTTLE TEA AND SYMPATHY,RED HANGING HEART T-LIGHT HOLDER}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0058,0.7188,0.008,3.0782,23
"{BATHROOM METAL SIGN,PACK OF 72 SKULL CAKE CASES} => {WHITE HANGING HEART T-LIGHT HOLDER}","{BATHROOM METAL SIGN,PACK OF 72 SKULL CAKE CASES}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0058,0.7188,0.008,3.0782,23
"{60 TEATIME FAIRY CAKE CASES,RECYCLING BAG RETROSPOT,REGENCY CAKESTAND 3 TIER} => {WHITE HANGING HEART T-LIGHT HOLDER}","{60 TEATIME FAIRY CAKE CASES,RECYCLING BAG RETROSPOT,REGENCY CAKESTAND 3 TIER}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0058,0.7188,0.008,3.0782,23
"{HANGING HEART JAR T-LIGHT HOLDER,SWEETHEART CERAMIC TRINKET BOX} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HANGING HEART JAR T-LIGHT HOLDER,SWEETHEART CERAMIC TRINKET BOX}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.007,0.7179,0.0098,3.0747,28
"{GIN + TONIC DIET METAL SIGN,HANGING HEART ZINC T-LIGHT HOLDER} => {WHITE HANGING HEART T-LIGHT HOLDER}","{GIN + TONIC DIET METAL SIGN,HANGING HEART ZINC T-LIGHT HOLDER}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.007,0.7179,0.0098,3.0747,28
"{HANGING HEART ZINC T-LIGHT HOLDER,RECYCLING BAG RETROSPOT} => {REGENCY CAKESTAND 3 TIER}","{HANGING HEART ZINC T-LIGHT HOLDER,RECYCLING BAG RETROSPOT}","{REGENCY CAKESTAND 3 TIER}",0.0065,0.5,0.013,3.0675,26
"{60 TEATIME FAIRY CAKE CASES,CHOCOLATE HOT WATER BOTTLE} => {REGENCY CAKESTAND 3 TIER}","{60 TEATIME FAIRY CAKE CASES,CHOCOLATE HOT WATER BOTTLE}","{REGENCY CAKESTAND 3 TIER}",0.0063,0.5,0.0125,3.0675,25
"{6 RIBBONS RUSTIC CHARM,JUMBO STORAGE BAG SUKI} => {REGENCY CAKESTAND 3 TIER}","{6 RIBBONS RUSTIC CHARM,JUMBO STORAGE BAG SUKI}","{REGENCY CAKESTAND 3 TIER}",0.0063,0.5,0.0125,3.0675,25
"{NATURAL SLATE HEART CHALKBOARD,PACK OF 60 PINK PAISLEY CAKE CASES} => {REGENCY CAKESTAND 3 TIER}","{NATURAL SLATE HEART CHALKBOARD,PACK OF 60 PINK PAISLEY CAKE CASES}","{REGENCY CAKESTAND 3 TIER}",0.006,0.5,0.012,3.0675,24
"{JUMBO BAG RED RETROSPOT,RECYCLING BAG RETROSPOT,WHITE HANGING HEART T-LIGHT HOLDER} => {REGENCY CAKESTAND 3 TIER}","{JUMBO BAG RED RETROSPOT,RECYCLING BAG RETROSPOT,WHITE HANGING HEART T-LIGHT HOLDER}","{REGENCY CAKESTAND 3 TIER}",0.006,0.5,0.012,3.0675,24
"{NATURAL SLATE HEART CHALKBOARD,SMALL POPCORN HOLDER} => {REGENCY CAKESTAND 3 TIER}","{NATURAL SLATE HEART CHALKBOARD,SMALL POPCORN HOLDER}","{REGENCY CAKESTAND 3 TIER}",0.0058,0.5,0.0115,3.0675,23
"{HANGING HEART ZINC T-LIGHT HOLDER,WOODLAND CHARLOTTE BAG} => {REGENCY CAKESTAND 3 TIER}","{HANGING HEART ZINC T-LIGHT HOLDER,WOODLAND CHARLOTTE BAG}","{REGENCY CAKESTAND 3 TIER}",0.0058,0.5,0.0115,3.0675,23
"{PAPER CHAIN KIT 50'S CHRISTMAS,RECIPE BOX PANTRY YELLOW DESIGN} => {REGENCY CAKESTAND 3 TIER}","{PAPER CHAIN KIT 50'S CHRISTMAS,RECIPE BOX PANTRY YELLOW DESIGN}","{REGENCY CAKESTAND 3 TIER}",0.0053,0.5,0.0105,3.0675,21
"{JUMBO BAG PINK VINTAGE PAISLEY,PACK OF 72 RETROSPOT CAKE CASES} => {REGENCY CAKESTAND 3 TIER}","{JUMBO BAG PINK VINTAGE PAISLEY,PACK OF 72 RETROSPOT CAKE CASES}","{REGENCY CAKESTAND 3 TIER}",0.0053,0.5,0.0105,3.0675,21
"{LUNCH BAG BLACK SKULL.,SCOTTIE DOG HOT WATER BOTTLE} => {REGENCY CAKESTAND 3 TIER}","{LUNCH BAG BLACK SKULL.,SCOTTIE DOG HOT WATER BOTTLE}","{REGENCY CAKESTAND 3 TIER}",0.005,0.5,0.01,3.0675,20
"{6 RIBBONS RUSTIC CHARM,JUMBO BAG PINK VINTAGE PAISLEY} => {REGENCY CAKESTAND 3 TIER}","{6 RIBBONS RUSTIC CHARM,JUMBO BAG PINK VINTAGE PAISLEY}","{REGENCY CAKESTAND 3 TIER}",0.005,0.5,0.01,3.0675,20
"{LUNCH BAG BLACK SKULL.,LUNCH BAG CARS BLUE,PACK OF 72 RETROSPOT CAKE CASES} => {REGENCY CAKESTAND 3 TIER}","{LUNCH BAG BLACK SKULL.,LUNCH BAG CARS BLUE,PACK OF 72 RETROSPOT CAKE CASES}","{REGENCY CAKESTAND 3 TIER}",0.005,0.5,0.01,3.0675,20
"{HEART OF WICKER SMALL,PARTY BUNTING,WHITE HANGING HEART T-LIGHT HOLDER} => {REGENCY CAKESTAND 3 TIER}","{HEART OF WICKER SMALL,PARTY BUNTING,WHITE HANGING HEART T-LIGHT HOLDER}","{REGENCY CAKESTAND 3 TIER}",0.005,0.5,0.01,3.0675,20
"{RED HANGING HEART T-LIGHT HOLDER} => {WHITE HANGING HEART T-LIGHT HOLDER}","{RED HANGING HEART T-LIGHT HOLDER}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0615,0.7151,0.086,3.0626,246
"{HANGING HEART ZINC T-LIGHT HOLDER,ZINC METAL HEART DECORATION} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HANGING HEART ZINC T-LIGHT HOLDER,ZINC METAL HEART DECORATION}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0088,0.7143,0.0122,3.059,35
"{NATURAL SLATE HEART CHALKBOARD,PACK OF 72 RETROSPOT CAKE CASES,ROSES REGENCY TEACUP AND SAUCER} => {WHITE HANGING HEART T-LIGHT HOLDER}","{NATURAL SLATE HEART CHALKBOARD,PACK OF 72 RETROSPOT CAKE CASES,ROSES REGENCY TEACUP AND SAUCER}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.005,0.7143,0.007,3.059,20
"{REGENCY CAKESTAND 3 TIER,VICTORIAN GLASS HANGING T-LIGHT,WOODLAND CHARLOTTE BAG} => {WHITE HANGING HEART T-LIGHT HOLDER}","{REGENCY CAKESTAND 3 TIER,VICTORIAN GLASS HANGING T-LIGHT,WOODLAND CHARLOTTE BAG}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.005,0.7143,0.007,3.059,20
"{BATHROOM METAL SIGN,STRAWBERRY CERAMIC TRINKET BOX,WOODLAND CHARLOTTE BAG} => {WHITE HANGING HEART T-LIGHT HOLDER}","{BATHROOM METAL SIGN,STRAWBERRY CERAMIC TRINKET BOX,WOODLAND CHARLOTTE BAG}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.005,0.7143,0.007,3.059,20
"{PACK OF 72 RETROSPOT CAKE CASES,RECYCLING BAG RETROSPOT,REGENCY CAKESTAND 3 TIER} => {WHITE HANGING HEART T-LIGHT HOLDER}","{PACK OF 72 RETROSPOT CAKE CASES,RECYCLING BAG RETROSPOT,REGENCY CAKESTAND 3 TIER}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.005,0.7143,0.007,3.059,20
"{PACK OF 60 PINK PAISLEY CAKE CASES,RECYCLING BAG RETROSPOT,REGENCY CAKESTAND 3 TIER} => {WHITE HANGING HEART T-LIGHT HOLDER}","{PACK OF 60 PINK PAISLEY CAKE CASES,RECYCLING BAG RETROSPOT,REGENCY CAKESTAND 3 TIER}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.005,0.7143,0.007,3.059,20
"{60 TEATIME FAIRY CAKE CASES,JUMBO BAG RED RETROSPOT,RECYCLING BAG RETROSPOT} => {WHITE HANGING HEART T-LIGHT HOLDER}","{60 TEATIME FAIRY CAKE CASES,JUMBO BAG RED RETROSPOT,RECYCLING BAG RETROSPOT}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.005,0.7143,0.007,3.059,20
"{HEART OF WICKER SMALL,STRAWBERRY CERAMIC TRINKET BOX,SWEETHEART CERAMIC TRINKET BOX} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HEART OF WICKER SMALL,STRAWBERRY CERAMIC TRINKET BOX,SWEETHEART CERAMIC TRINKET BOX}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0068,0.7105,0.0095,3.0429,27
"{PACK OF 72 RETROSPOT CAKE CASES,REGENCY CAKESTAND 3 TIER,ROSES REGENCY TEACUP AND SAUCER} => {WHITE HANGING HEART T-LIGHT HOLDER}","{PACK OF 72 RETROSPOT CAKE CASES,REGENCY CAKESTAND 3 TIER,ROSES REGENCY TEACUP AND SAUCER}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0055,0.7097,0.0077,3.0393,22
"{HEART OF WICKER SMALL,RED TOADSTOOL LED NIGHT LIGHT} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HEART OF WICKER SMALL,RED TOADSTOOL LED NIGHT LIGHT}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0073,0.7073,0.0102,3.0292,29
"{ASSORTED COLOUR BIRD ORNAMENT,GIN + TONIC DIET METAL SIGN} => {WHITE HANGING HEART T-LIGHT HOLDER}","{ASSORTED COLOUR BIRD ORNAMENT,GIN + TONIC DIET METAL SIGN}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.006,0.7059,0.0085,3.0231,24
"{GIN + TONIC DIET METAL SIGN,RECYCLING BAG RETROSPOT} => {WHITE HANGING HEART T-LIGHT HOLDER}","{GIN + TONIC DIET METAL SIGN,RECYCLING BAG RETROSPOT}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.006,0.7059,0.0085,3.0231,24
"{GIN + TONIC DIET METAL SIGN,NATURAL SLATE HEART CHALKBOARD} => {WHITE HANGING HEART T-LIGHT HOLDER}","{GIN + TONIC DIET METAL SIGN,NATURAL SLATE HEART CHALKBOARD}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.006,0.7059,0.0085,3.0231,24
"{JUMBO BAG RED RETROSPOT,RECYCLING BAG RETROSPOT,REGENCY CAKESTAND 3 TIER} => {WHITE HANGING HEART T-LIGHT HOLDER}","{JUMBO BAG RED RETROSPOT,RECYCLING BAG RETROSPOT,REGENCY CAKESTAND 3 TIER}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.006,0.7059,0.0085,3.0231,24
"{GIN + TONIC DIET METAL SIGN,VICTORIAN GLASS HANGING T-LIGHT} => {WHITE HANGING HEART T-LIGHT HOLDER}","{GIN + TONIC DIET METAL SIGN,VICTORIAN GLASS HANGING T-LIGHT}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0078,0.7045,0.011,3.0173,31
"{HEART OF WICKER SMALL,LUNCH BAG WOODLAND} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HEART OF WICKER SMALL,LUNCH BAG WOODLAND}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0078,0.7045,0.011,3.0173,31
"{HANGING HEART ZINC T-LIGHT HOLDER,LUNCH BAG SUKI DESIGN} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HANGING HEART ZINC T-LIGHT HOLDER,LUNCH BAG SUKI DESIGN}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0065,0.7027,0.0092,3.0094,26
"{6 RIBBONS RUSTIC CHARM,HANGING HEART ZINC T-LIGHT HOLDER} => {WHITE HANGING HEART T-LIGHT HOLDER}","{6 RIBBONS RUSTIC CHARM,HANGING HEART ZINC T-LIGHT HOLDER}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0088,0.7,0.0125,2.9979,35
"{HEART OF WICKER SMALL,PAPER CHAIN KIT VINTAGE CHRISTMAS} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HEART OF WICKER SMALL,PAPER CHAIN KIT VINTAGE CHRISTMAS}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0053,0.7,0.0075,2.9979,21
"{LUNCH BAG SUKI DESIGN,ZINC METAL HEART DECORATION} => {WHITE HANGING HEART T-LIGHT HOLDER}","{LUNCH BAG SUKI DESIGN,ZINC METAL HEART DECORATION}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0053,0.7,0.0075,2.9979,21
"{HANGING HEART JAR T-LIGHT HOLDER,STRAWBERRY CERAMIC TRINKET BOX,WOODLAND CHARLOTTE BAG} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HANGING HEART JAR T-LIGHT HOLDER,STRAWBERRY CERAMIC TRINKET BOX,WOODLAND CHARLOTTE BAG}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0053,0.7,0.0075,2.9979,21
"{STRAWBERRY CERAMIC TRINKET BOX,SWEETHEART CERAMIC TRINKET BOX,VINTAGE SNAP CARDS} => {WHITE HANGING HEART T-LIGHT HOLDER}","{STRAWBERRY CERAMIC TRINKET BOX,SWEETHEART CERAMIC TRINKET BOX,VINTAGE SNAP CARDS}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0053,0.7,0.0075,2.9979,21
"{6 RIBBONS RUSTIC CHARM,JUMBO BAG WOODLAND ANIMALS,WOODLAND CHARLOTTE BAG} => {WHITE HANGING HEART T-LIGHT HOLDER}","{6 RIBBONS RUSTIC CHARM,JUMBO BAG WOODLAND ANIMALS,WOODLAND CHARLOTTE BAG}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0053,0.7,0.0075,2.9979,21
"{6 RIBBONS RUSTIC CHARM,RECYCLING BAG RETROSPOT} => {WHITE HANGING HEART T-LIGHT HOLDER}","{6 RIBBONS RUSTIC CHARM,RECYCLING BAG RETROSPOT}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0092,0.6981,0.0132,2.9898,37
"{HEART OF WICKER SMALL,ROSES REGENCY TEACUP AND SAUCER} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HEART OF WICKER SMALL,ROSES REGENCY TEACUP AND SAUCER}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0058,0.697,0.0082,2.9849,23
"{BATHROOM METAL SIGN,PAPER CHAIN KIT 50'S CHRISTMAS} => {WHITE HANGING HEART T-LIGHT HOLDER}","{BATHROOM METAL SIGN,PAPER CHAIN KIT 50'S CHRISTMAS}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0058,0.697,0.0082,2.9849,23
"{60 TEATIME FAIRY CAKE CASES,RECYCLING BAG RETROSPOT,WOODLAND CHARLOTTE BAG} => {WHITE HANGING HEART T-LIGHT HOLDER}","{60 TEATIME FAIRY CAKE CASES,RECYCLING BAG RETROSPOT,WOODLAND CHARLOTTE BAG}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0058,0.697,0.0082,2.9849,23
"{JUMBO BAG RED RETROSPOT,LOVE BUILDING BLOCK WORD} => {WHITE HANGING HEART T-LIGHT HOLDER}","{JUMBO BAG RED RETROSPOT,LOVE BUILDING BLOCK WORD}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0063,0.6944,0.009,2.9741,25
"{HEART OF WICKER LARGE,HEART OF WICKER SMALL,ZINC METAL HEART DECORATION} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HEART OF WICKER LARGE,HEART OF WICKER SMALL,ZINC METAL HEART DECORATION}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0063,0.6944,0.009,2.9741,25
"{HANGING HEART ZINC T-LIGHT HOLDER,RECYCLING BAG RETROSPOT} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HANGING HEART ZINC T-LIGHT HOLDER,RECYCLING BAG RETROSPOT}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.009,0.6923,0.013,2.9649,36
"{SCOTTIE DOG HOT WATER BOTTLE,STRAWBERRY CERAMIC TRINKET BOX} => {WHITE HANGING HEART T-LIGHT HOLDER}","{SCOTTIE DOG HOT WATER BOTTLE,STRAWBERRY CERAMIC TRINKET BOX}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0068,0.6923,0.0098,2.9649,27
"{PARTY BUNTING,SWEETHEART CERAMIC TRINKET BOX} => {WHITE HANGING HEART T-LIGHT HOLDER}","{PARTY BUNTING,SWEETHEART CERAMIC TRINKET BOX}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0073,0.6905,0.0105,2.9571,29
"{HAND OVER THE CHOCOLATE SIGN,LOVE BUILDING BLOCK WORD} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HAND OVER THE CHOCOLATE SIGN,LOVE BUILDING BLOCK WORD}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.005,0.6897,0.0072,2.9536,20
"{6 RIBBONS RUSTIC CHARM,RED TOADSTOOL LED NIGHT LIGHT,ROSES REGENCY TEACUP AND SAUCER} => {WHITE HANGING HEART T-LIGHT HOLDER}","{6 RIBBONS RUSTIC CHARM,RED TOADSTOOL LED NIGHT LIGHT,ROSES REGENCY TEACUP AND SAUCER}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.005,0.6897,0.0072,2.9536,20
"{HOT WATER BOTTLE TEA AND SYMPATHY,PAPER CHAIN KIT 50'S CHRISTMAS,WOODLAND CHARLOTTE BAG} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HOT WATER BOTTLE TEA AND SYMPATHY,PAPER CHAIN KIT 50'S CHRISTMAS,WOODLAND CHARLOTTE BAG}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.005,0.6897,0.0072,2.9536,20
"{6 RIBBONS RUSTIC CHARM,60 TEATIME FAIRY CAKE CASES,STRAWBERRY CERAMIC TRINKET BOX} => {WHITE HANGING HEART T-LIGHT HOLDER}","{6 RIBBONS RUSTIC CHARM,60 TEATIME FAIRY CAKE CASES,STRAWBERRY CERAMIC TRINKET BOX}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.005,0.6897,0.0072,2.9536,20
"{PACK OF 72 RETROSPOT CAKE CASES,RECYCLING BAG RETROSPOT,WOODLAND CHARLOTTE BAG} => {WHITE HANGING HEART T-LIGHT HOLDER}","{PACK OF 72 RETROSPOT CAKE CASES,RECYCLING BAG RETROSPOT,WOODLAND CHARLOTTE BAG}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.005,0.6897,0.0072,2.9536,20
"{PARTY BUNTING,RECYCLING BAG RETROSPOT,STRAWBERRY CERAMIC TRINKET BOX} => {WHITE HANGING HEART T-LIGHT HOLDER}","{PARTY BUNTING,RECYCLING BAG RETROSPOT,STRAWBERRY CERAMIC TRINKET BOX}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.005,0.6897,0.0072,2.9536,20
"{NATURAL SLATE HEART CHALKBOARD,PAPER CHAIN KIT VINTAGE CHRISTMAS} => {WHITE HANGING HEART T-LIGHT HOLDER}","{NATURAL SLATE HEART CHALKBOARD,PAPER CHAIN KIT VINTAGE CHRISTMAS}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0055,0.6875,0.008,2.9443,22
"{HANGING HEART ZINC T-LIGHT HOLDER,PAPER CHAIN KIT 50'S CHRISTMAS} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HANGING HEART ZINC T-LIGHT HOLDER,PAPER CHAIN KIT 50'S CHRISTMAS}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0055,0.6875,0.008,2.9443,22
"{HANGING HEART ZINC T-LIGHT HOLDER,PINK CREAM FELT CRAFT TRINKET BOX} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HANGING HEART ZINC T-LIGHT HOLDER,PINK CREAM FELT CRAFT TRINKET BOX}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.006,0.6857,0.0088,2.9367,24
"{60 TEATIME FAIRY CAKE CASES,ZINC METAL HEART DECORATION} => {WHITE HANGING HEART T-LIGHT HOLDER}","{60 TEATIME FAIRY CAKE CASES,ZINC METAL HEART DECORATION}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.006,0.6857,0.0088,2.9367,24
"{HANGING HEART JAR T-LIGHT HOLDER,PLEASE ONE PERSON METAL SIGN} => {WHITE HANGING HEART T-LIGHT HOLDER}","{HANGING HEART JAR T-LIGHT HOLDER,PLEASE ONE PERSON METAL SIGN}","{WHITE HANGING HEART T-LIGHT HOLDER}",0.0053,0.6774,0.0078,2.9012,21
